final,5
nasal,5
fatal,5
naval,5
fungal,6
racial,6
herbal,6
burial,6
floral,6
brutal,6
bridal,6
facial,6
normal,6
feudal,6
global,6
denial,6
ethical,7
natural,7
central,7
musical,7
arrival,7
comical,7
frontal,7
logical,7
medical,7
orbital,7
coastal,7
magical,7
digital,7
refusal,7
glacial,7
optical,7
recital,7
cynical,7
lyrical,7
national,8
nautical,8
colonial,8
oriental,8
autumnal,8
parental,8
festival,8
original,8
optional,8
communal,8
personal,8
clinical,8
habitual,8
official,8
physical,8
betrayal,8
clerical,8
memorial,8
proposal,8
cultural,8
medieval,8
critical,8
approval,8
cyclical,8
internal,8
ironical,8
mythical,8
practice,8
marginal,8
disposal,8
archival,8
mystical,8
referral,8
dismissal,9
anecdotal,9
hexagonal,9
dispersal,9
electoral,9
octagonal,9
medicinal,9
acquittal,9
comprisal,9
classical,9
graphical,9
ancestral,9
editorial,9
portrayal,9
factional,9
fanatical,9
angelical,9
continual,9
emotional,9
nocturnal,9
bacterial,9
fictional,9
betrothal,9
appraisal,9
identical,9
botanical,9
numerical,9
financial,9
commercial,10
positional,10
regimental,10
judgmental,10
contextual,10
incidental,10
historical,10
individual,10
industrial,10
ornamental,10
procedural,10
horizontal,10
phenomenal,10
perceptual,10
periodical,10
peripheral,10
devotional,10
provincial,10
logistical,10
methodical,10
ecological,10
behavioral,10
beneficial,10
elliptical,10
evidential,10
fractional,10
occasional,10
divisional,10
economical,10
artificial,10
additional,10
frictional,10
functional,10
orchestral,10
aboriginal,10
geological,10
accidental,10
ceremonial,10
mechanical,10
electrical,10
managerial,10
monumental,10
intentional,11
provisional,11
ideological,11
ineffectual,11
exceptional,11
influential,11
cylindrical,11
ministerial,11
contractual,11
disapproval,11
nutritional,11
grammatical,11
directional,11
matrimonial,11
adversarial,11
operational,11
categorical,11
dimensional,11
continental,11
conditional,11
fundamental,11
aeronautical,12
instrumental,12
intellectual,12
alphabetical,12
mathematical,12
agricultural,12
recreational,12
providential,12
departmental,12
governmental,12
proportional,12
hierarchical,12
astrological,12
experimental,12
confidential,12
motivational,12
navigational,12
presidential,12
conventional,12
geographical,12
coincidental,12
professional,12
occupational,12
gravitational,13
compartmental,13
observational,13
interpersonal,13
international,13
inspirational,13
architectural,13
controversial,13
problematical,13
environmental,13
developmental,13
conspiratorial,14
constitutional,14
organizational,14
conversational,14
archaeological,14
confrontational,15
