act,3
air,3
add,3
ant,3
art,3
ant,3
arm,3
army,4
arch,4
able,4
aunt,4
army,4
aunt,4
ants,4
anger,5
actor,5
attic,5
apple,5
alarm,5
apple,5
apple,5
angle,5
actor,5
alarm,5
amount,6
animal,6
advice,6
apples,6
answer,6
anchor,6
animal,6
action,6
advice,6
answer,6
attack,6
airport,7
apparel,7
attempt,7
acrobat,7
animals,7
account,7
apparel,7
achieve,7
airport,7
alphabet,8
antelope,8
airplane,8
activity,8
airplane,8
approval,8
achiever,8
argument,8
addition,8
appliance,9
attention,9
ambulance,9
authority,9
amusement,9
agreement,9
afternoon,9
aftermath,9
appliance,9
acoustics,9
alligator,9
apparatus,9
arithmetic,10
arithmetic,10
attraction,10
adjustment,10
afterthought,12
afterthought,12
advertisement,13
